Origin County,Destination County,Origin MPO,Destination MPO,Commodity Group,Trade Type,Mode,Year,Tons,Value,ObjectId,Tons (millions)
41,53057,41,SCOG,High-Tech Manufacturing,3,5,2022,0.303491223752441,3.37069482147667,298070,0.000303491223752441
41,53057,41,SCOG,Transportation Equipment,3,2,2017,0.056186098032858,0.756720672338766,1229242,5.6186098032858E-05
41,53059,41,RTC,Industrial Manufacturing,2,1,2040,0.489685669176973,0.347577856506022,298314,0.000489685669176973
41,53061,41,PSRC,Energy,2,1,2022,1.08253139928704,0.308109873201984,298469,0.00108253139928704
41,53063,41,SRTC,Last-Mile Delivery,1,5,2020,0.167637321334719,1.70093622178666,298887,0.000167637321334719
41,53063,41,SRTC,Last-Mile Delivery,1,5,2040,0.273618855745489,2.77628033110004,298903,0.000273618855745489
41,53063,41,SRTC,Last-Mile Delivery,3,5,2030,0.00690411805529361,0.00274677967314238,299139,6.90411805529361E-06
41,53065,41,NEWRTPO,High-Tech Manufacturing,3,1,2022,0.407742721207706,5.4500344712803,299515,0.000407742721207706
41,53067,41,TRPC,Energy,3,1,2050,0.0343754657117319,0.0747048956147665,299464,3.43754657117319E-05
41,53067,41,TRPC,High-Tech Manufacturing,3,1,2020,0.164204316098291,2.64351481383619,299253,0.000164204316098291
41,53069,41,SWRTPO,Clothing and Misc. Manufacturing,1,5,2022,0.019862603309236,1.61512949025837,299887,1.9862603309236E-05
41,53069,41,SWRTPO,Clothing and Misc. Manufacturing,3,1,2020,2.62173913043478E-05,0.0010433152173913,299791,2.62173913043478E-08
41,53069,41,SWRTPO,High-Tech Manufacturing,1,5,2040,0.0101784442487722,6.41324617521527,299839,1.01784442487722E-05
41,53069,41,SWRTPO,Industrial Manufacturing,2,3,2020,1.60023404347826,0.558508402173913,299728,0.00160023404347826
41,53071,41,WWVSUBRTPO,Agriculture & Seafood,2,1,2030,0.0173103976656586,0.0220543072623994,299767,1.73103976656586E-05
41,53071,41,WWVSUBRTPO,Clothing and Misc. Manufacturing,1,5,2022,0.0292457388739664,2.3873590375956,300218,2.92457388739664E-05
41,53071,41,WWVSUBRTPO,Food Manufacturing,3,2,2022,0.0469138450027436,0.0172387776546703,1229526,4.69138450027436E-05
41,53073,41,WCOG,Agriculture & Seafood,1,5,2017,0.0201686908831078,0.176445720076995,300001,2.01686908831078E-05
41,53073,41,WCOG,Energy,3,2,2040,38.1740275002236,11.5258760637206,1229582,0.0381740275002236
41,53073,41,WCOG,Last-Mile Delivery,1,5,2017,0.0840973349555938,0.853295780458025,300708,8.40973349555938E-05
41,53073,41,WCOG,Transportation Equipment,2,3,2017,0.341765086956522,4.03203293478261,300553,0.000341765086956522
41,53075,41,PaRTPO,Food Manufacturing,3,1,2022,0.157650280458632,0.0861239867700883,300615,0.000157650280458632
41,53075,41,PaRTPO,Forestry Products,2,3,2030,4.75E-05,0.000167282608695652,301139,4.75E-08
41,53075,41,PaRTPO,Industrial Manufacturing,1,1,2050,109.751984623701,115.935111311193,301149,0.109751984623701
41,53077,41,YVCOG,Food Manufacturing,1,1,2030,157.965205685068,226.107650117968,300943,0.157965205685068
41,53077,41,YVCOG,Forestry Products,3,2,2040,0.479870678317609,0.278999232354265,1228650,0.000479870678317609
41,53077,41,YVCOG,Industrial Manufacturing,3,2,2020,0.598994536286252,0.180497876678761,1228659,0.000598994536286252
41,53077,41,YVCOG,Last-Mile Delivery,1,5,2040,0.245134924436184,2.48726743383106,301566,0.000245134924436184
42,53001,42,QCRTPO,Transportation Equipment,3,4,2030,1.27197191763819E-07,9.70432510453576E-05,301231,1.27197191763819E-10
42,53003,42,PaRTPO,Forestry Products,2,5,2017,0.00292126249272501,0.00447545024003146,301609,2.92126249272501E-06
42,53003,42,PaRTPO,High-Tech Manufacturing,1,4,2040,0.000388643548789528,0.00328812767289435,301777,3.88643548789528E-07
42,53005,42,BFCG,Energy,3,2,2017,0,0,1228736,0
42,53005,42,BFCG,Food Manufacturing,2,4,2022,6.07199903089438E-06,0.000133374049610337,301920,6.07199903089438E-09
42,53005,42,BFCG,High-Tech Manufacturing,1,1,2040,1.71546272336541,27.2954537798906,301877,0.00171546272336541
42,53007,42,CDTC,Forestry Products,2,5,2040,0.00589344861697046,0.00906707878173801,302172,5.89344861697046E-06
42,53007,42,CDTC,Forestry Products,3,4,2030,4.26751035927991E-05,0.000738647379302317,302177,4.26751035927991E-08
42,53011,42,RTC,Last-Mile Delivery,1,1,2022,0.0569883904644405,0.170049782253391,302655,5.69883904644405E-05
42,53011,42,RTC,Transportation Equipment,1,1,2030,0.00728212938388738,0.184933498409425,302722,7.28212938388738E-06
42,53011,42,RTC,Transportation Equipment,2,4,2050,0.000248407629713287,0.00541072694720428,302751,2.48407629713287E-07
42,53011,42,SWRTC-MPO,Forestry Products,2,2,2017,0.0185961306218379,0.0284061848791315,1228832,1.85961306218379E-05
42,53013,42,PaRTPO,Agriculture & Seafood,2,4,2022,1.09686581802548E-08,8.09199699321893E-07,302539,1.09686581802548E-11
42,53013,42,PaRTPO,Agriculture & Seafood,2,4,2030,1.27967678769639E-08,9.48005457007736E-07,302540,1.27967678769639E-11
42,53013,42,PaRTPO,High-Tech Manufacturing,2,1,2017,2.42955948917253E-08,8.41462744328099E-06,303183,2.42955948917253E-11
42,53015,42,SWRTPO,Agriculture & Seafood,2,2,2030,4.0076609667177,6.59793056953796,1228847,0.0040076609667177
42,53015,42,SWRTPO,Agriculture & Seafood,2,4,2050,1.37791596869546E-05,0.000881141001034199,302842,1.37791596869545E-08
42,53017,42,CDTC,Agriculture & Seafood,2,4,2022,2.18401349897428E-06,0.000161122995870757,303002,2.18401349897428E-09
42,53019,42,NEWRTPO,Agriculture & Seafood,2,4,2050,9.41486232251944E-09,7.00611620859598E-07,303307,9.41486232251944E-12
42,53019,42,NEWRTPO,Agriculture & Seafood,2,5,2022,0.00529789360709286,0.00877182501166589,303328,5.29789360709286E-06
42,53019,42,NEWRTPO,Food Manufacturing,1,5,2050,9.93386873962309E-05,0.0015194567273553,303538,9.93386873962309E-08
42,53019,42,NEWRTPO,Industrial Manufacturing,2,4,2050,1.71879892083618E-05,0.000428880266671326,303856,1.71879892083618E-08
42,53019,42,NEWRTPO,Industrial Manufacturing,3,4,2050,5.89104534083181E-06,0.000170200741408032,303874,5.89104534083181E-09
42,53021,42,BFCG,Agriculture & Seafood,3,2,2020,0.0019875158389523,0.0002610990707898,1228875,1.9875158389523E-06
42,53021,42,BFCG,Clothing and Misc. Manufacturing,3,4,2022,4.71398585001972E-06,0.000206644820421861,303612,4.71398585001972E-09
42,53021,42,BFCG,High-Tech Manufacturing,3,1,2017,0.000113950369182222,0.016161646310411,303716,1.13950369182222E-07
42,53021,42,BFCG,High-Tech Manufacturing,3,4,2040,8.24690549291803E-05,0.015920388884101,303726,8.24690549291803E-08
42,53021,42,BFCG,Last-Mile Delivery,1,5,2050,0.0356535055877771,0.802444648521413,303932,3.56535055877771E-05
42,53025,42,QCRTPO,Forestry Products,1,5,2030,0.0769631461661023,0.281981438338294,304172,7.69631461661023E-05
42,53025,42,QCRTPO,Forestry Products,3,2,2017,0.0248313778135447,0.0140230866593948,1228995,2.48313778135447E-05
42,53025,42,QCRTPO,Forestry Products,3,4,2022,5.31973671193965E-06,9.20419792486588E-05,304294,5.31973671193965E-09
42,53025,42,QCRTPO,Forestry Products,3,4,2030,6.11131104222399E-06,0.000105778393147281,304297,6.11131104222399E-09
42,53025,42,QCRTPO,High-Tech Manufacturing,2,5,2020,0.000181592696663449,0.00396768799060227,304014,1.81592696663449E-07
42,53027,42,SWRTPO,Forestry Products,2,4,2040,0.000168417942201696,0.00660034582206471,304797,1.68417942201696E-07
42,53027,42,SWRTPO,High-Tech Manufacturing,1,5,2030,0.0383958758074275,1.8618282490652,304726,3.83958758074275E-05
42,53029,42,IRTPO,Agriculture & Seafood,3,4,2050,7.07754973089406E-06,0.000415920293626811,304602,7.07754973089406E-09
42,53029,42,IRTPO,Clothing and Misc. Manufacturing,1,1,2022,0.121162125389823,1.76591661127381,304620,0.000121162125389823
42,53029,42,IRTPO,Energy,1,5,2017,0.000272044498773769,0.000150825716882017,304594,2.72044498773769E-07
42,53029,42,IRTPO,Energy,2,1,2030,0,0,304676,0
42,53029,42,IRTPO,Food Manufacturing,2,5,2022,0.000157376219452842,0.000960214306650213,304808,1.57376219452842E-07
42,53029,42,IRTPO,High-Tech Manufacturing,1,4,2017,0.00143134876223546,1.25601128594682,305187,1.43134876223546E-06
42,53029,42,IRTPO,High-Tech Manufacturing,3,5,2022,1.80767334879701E-08,6.51813378444131E-07,305010,1.80767334879701E-11
42,53031,42,PRTPO,Food Manufacturing,1,1,2020,0.0562613149114602,0.0458456638525494,305041,5.62613149114602E-05
42,53031,42,PRTPO,Food Manufacturing,3,4,2030,2.48586750259883E-05,0.000312699238953035,305124,2.48586750259883E-08
42,53031,42,PRTPO,Last-Mile Delivery,2,5,2050,0.00422570384031091,0.00878109971135713,305094,4.22570384031091E-06
42,53031,42,PRTPO,Transportation Equipment,1,5,2050,0.00291177887820369,0.19811152189547,305154,2.91177887820369E-06
42,53033,42,PSRC,Forestry Products,1,1,2017,5.60487380617081,25.640770250111,305283,0.00560487380617081
42,53033,42,PSRC,Industrial Manufacturing,3,1,2030,0.000413246694009356,0.0458119140783322,305300,4.13246694009356E-07
42,53033,42,PSRC,Transportation Equipment,1,1,2050,5.91723805263639,145.156790322405,305202,0.00591723805263639
42,53033,42,PSRC,Transportation Equipment,3,2,2040,0.0039497399867812,0.091672923242166,1230657,3.9497399867812E-06
42,53035,42,PSRC,Food Manufacturing,2,4,2017,0.000786665001677063,0.0172786541583856,305905,7.86665001677063E-07
42,53037,42,QCRTPO,Transportation Equipment,2,4,2017,9.00862291249018E-06,0.000253608418727156,306158,9.00862291249018E-09
42,53039,42,RTC,High-Tech Manufacturing,1,5,2020,0.0212801712681846,0.878110687478141,306100,2.12801712681846E-05
42,53039,42,RTC,Last-Mile Delivery,1,1,2050,0.137869241786258,0.332234871203109,306163,0.000137869241786258
42,53041,42,SWRTPO,Agriculture & Seafood,2,2,2050,3.51785643086622,5.52854253766232,1230790,0.00351785643086622
42,53041,42,SWRTPO,High-Tech Manufacturing,2,4,2040,0.00169524038281892,0.0819825308953867,306781,1.69524038281892E-06
42,53041,42,SWRTPO,Industrial Manufacturing,1,1,2040,0.831393822158143,3.93725608508559,306799,0.000831393822158143
42,53043,42,QCRTPO,Food Manufacturing,2,4,2040,2.41961526447352E-06,5.31454433384191E-05,306575,2.41961526447353E-09
42,53043,42,QCRTPO,High-Tech Manufacturing,2,4,2022,1.38800209726873E-05,0.000646980635021228,306605,1.38800209726873E-08
42,53043,42,QCRTPO,High-Tech Manufacturing,3,4,2050,8.93621944640087E-06,0.00141517225182925,306721,8.93621944640087E-09
42,53043,42,QCRTPO,Industrial Manufacturing,1,1,2050,0.13467801539252,0.447765113680198,306727,0.00013467801539252
42,53045,42,PRTPO,Clothing and Misc. Manufacturing,1,4,2030,0.00200992132610035,0.116425175092424,306450,2.00992132610035E-06
42,53045,42,PRTPO,High-Tech Manufacturing,2,5,2020,6.71582462722553E-05,0.00290908902338884,307095,6.71582462722553E-08
42,53045,42,PRTPO,High-Tech Manufacturing,2,5,2040,0.000116856668455202,0.00556682180932731,307146,1.16856668455202E-07
42,53045,42,PRTPO,Transportation Equipment,2,4,2017,2.07673281153637E-06,6.65342306939378E-05,306814,2.07673281153637E-09
42,53047,42,OCOGRTPO,Forestry Products,3,2,2017,0.0016927782278029,0.0009559669206382,1231049,1.6927782278029E-06
42,53047,42,OCOGRTPO,High-Tech Manufacturing,3,2,2050,1.50219081680007E-05,0.0001270846717871,1231060,1.50219081680007E-08
42,53051,42,NEWRTPO,Food Manufacturing,2,4,2022,1.56115759327091E-06,3.42914926756501E-05,307888,1.56115759327091E-09
42,53051,42,NEWRTPO,Food Manufacturing,2,5,2020,0.000169433721358928,0.000716788809634803,307908,1.69433721358928E-07
42,53051,42,NEWRTPO,Industrial Manufacturing,1,5,2030,0.0458818256764763,0.0900208086864006,307738,4.58818256764763E-05
42,53053,42,PSRC,Agriculture & Seafood,1,5,2020,0.00758243545212818,0.179380758006529,307946,7.58243545212818E-06
42,53053,42,PSRC,Forestry Products,1,1,2030,2.41482936821825,9.87888056625989,307909,0.00241482936821825
42,53055,42,-1,Agriculture & Seafood,2,4,2040,2.51908074402585E-07,1.87057893197406E-05,308218,2.51908074402585E-10
42,53055,42,-1,Energy,3,1,2022,5.09059809548109E-06,1.0184492925617E-06,308288,5.09059809548109E-09
42,53055,42,-1,Food Manufacturing,1,5,2020,0.00028865304308734,0.00464538783197277,308317,2.8865304308734E-07
42,53055,42,-1,Industrial Manufacturing,2,5,2022,0.000231018463874177,0.000891828589861924,308188,2.31018463874177E-07
42,53057,42,SCOG,Last-Mile Delivery,1,5,2017,0.178870006578441,0.815597161621841,308749,0.000178870006578441
42,53059,42,RTC,Industrial Manufacturing,1,5,2020,0.00320483545139284,0.0579823685525222,308889,3.20483545139284E-06
42,53061,42,PSRC,Agriculture & Seafood,3,4,2020,0.000110524768904768,0.00595107920338285,308873,1.10524768904768E-07
42,53061,42,PSRC,Energy,1,1,2017,0.00432776583283431,0.025892105643095,308833,4.32776583283431E-06
42,53061,42,PSRC,Industrial Manufacturing,1,1,2017,17.1011504292773,62.4373659391494,309463,0.0171011504292773
42,53061,42,PSRC,Transportation Equipment,2,4,2022,0.00123559827177618,0.0323018252655857,309454,1.23559827177618E-06
42,53063,42,SRTC,Forestry Products,3,2,2040,0.0837148825237007,0.0472764568670674,1230447,8.37148825237007E-05
42,53063,42,SRTC,High-Tech Manufacturing,1,1,2050,7.1059339709934,113.735380740891,309418,0.0071059339709934
42,53063,42,SRTC,Industrial Manufacturing,3,1,2030,0.011200839709086,0.431758268344805,309576,1.1200839709086E-05
42,53063,42,SRTC,Last-Mile Delivery,1,5,2030,0.145943243936047,3.30050670665551,309600,0.000145943243936047
42,53063,42,SRTC,Transportation Equipment,1,5,2022,0.0592392338774532,4.02191871572057,309218,5.92392338774532E-05
42,53063,42,SRTC,Transportation Equipment,3,4,2017,2.91050504306431E-06,0.00220728224765931,309240,2.91050504306431E-09
42,53065,42,NEWRTPO,Agriculture & Seafood,3,1,2030,0.0488425713439229,0.0746837088097008,309946,4.88425713439229E-05
42,53065,42,NEWRTPO,Clothing and Misc. Manufacturing,3,2,2030,0,0,1230476,0
42,53065,42,NEWRTPO,Forestry Products,3,1,2030,0.184441980583844,0.496698741911334,309945,0.000184441980583844
42,53065,42,NEWRTPO,Transportation Equipment,1,1,2030,0.0206816726022077,0.972400233309658,309723,2.06816726022077E-05
42,53067,42,TRPC,Clothing and Misc. Manufacturing,3,4,2050,0.000649501931724691,0.0410099515569436,309661,6.49501931724691E-07
42,53067,42,TRPC,Industrial Manufacturing,2,2,2040,6.02612092691595E-05,0.0002664372474778,1230579,6.02612092691595E-08
42,53069,42,SWRTPO,Clothing and Misc. Manufacturing,1,1,2022,0.0185864605528429,0.176660267214137,310313,1.85864605528429E-05
42,53069,42,SWRTPO,Food Manufacturing,2,4,2040,1.22003439980915E-05,0.000267973466765542,310057,1.22003439980915E-08
42,53069,42,SWRTPO,Last-Mile Delivery,1,1,2050,0.232132378296937,0.559388517745812,310296,0.000232132378296937
42,53069,42,SWRTPO,Transportation Equipment,2,5,2030,1.13177082062774E-05,6.04386386602317E-05,310564,1.13177082062774E-08
42,53071,42,WWVSUBRTPO,Clothing and Misc. Manufacturing,3,2,2030,6.23367298424787E-06,5.77588607184917E-05,1229116,6.23367298424787E-09
42,53071,42,WWVSUBRTPO,Last-Mile Delivery,1,2,2022,0.0673815387987452,0.164235905540053,1229671,6.73815387987452E-05
42,53071,42,WWVSUBRTPO,Last-Mile Delivery,1,2,2040,0.0920687346104248,0.224408548674242,1229673,9.20687346104248E-05
42,53073,42,WCOG,Agriculture & Seafood,3,2,2040,0.0769012280461596,0.0101021333562428,1229679,7.69012280461596E-05
42,53073,42,WCOG,Forestry Products,3,4,2017,9.44264884725199E-05,0.00163501223449696,311089,9.44264884725199E-08
42,53073,42,WCOG,Last-Mile Delivery,1,1,2050,1.47849096052993,3.56284148286061,311066,0.00147849096052993
42,53075,42,PaRTPO,Clothing and Misc. Manufacturing,1,5,2030,0.113117008256683,9.5655074460429,310939,0.000113117008256683
42,53075,42,PaRTPO,Clothing and Misc. Manufacturing,2,5,2040,0.000545359309275554,0.0113381869142352,310952,5.45359309275554E-07
42,53075,42,PaRTPO,Forestry Products,3,1,2017,5.83709187975879E-05,4.26989640675685E-05,311019,5.83709187975879E-08
42,53075,42,PaRTPO,High-Tech Manufacturing,3,4,2050,0.000573124352892424,0.169848826256231,311588,5.73124352892424E-07
42,53075,42,PaRTPO,Industrial Manufacturing,2,5,2030,0.00273142090844546,0.0105760460470751,311366,2.73142090844546E-06
42,53075,42,PaRTPO,Transportation Equipment,3,1,2020,1.75548383522745E-08,1.01117140998837E-05,311436,1.75548383522745E-11
42,53077,42,YVCOG,Energy,3,2,2022,0,0,1229787,0
44,53001,44,QCRTPO,Industrial Manufacturing,3,4,2022,3.82806059893544E-06,8.67640345792187E-05,311956,3.82806059893544E-09
44,53003,44,PaRTPO,Forestry Products,1,1,2050,2.03827881060229E-07,2.7567720913396E-05,311639,2.03827881060229E-10
44,53005,44,BFCG,Last-Mile Delivery,1,1,2017,0.000523184066221512,0.00130544662598088,311800,5.23184066221512E-07
44,53009,44,PRTPO,Forestry Products,3,1,2020,1.38644192694476E-05,5.81998620205761E-05,312353,1.38644192694476E-08
44,53009,44,PRTPO,Industrial Manufacturing,3,4,2040,9.92598288712411E-05,0.00224932182860636,312125,9.92598288712411E-08
44,53009,44,PRTPO,Last-Mile Delivery,1,1,2020,0.000136311353287929,0.000340121171072365,312128,1.36311353287929E-07
44,53011,44,RTC,Clothing and Misc. Manufacturing,1,1,2040,0.0268392717750577,0.162112027403482,312001,2.68392717750577E-05
44,53025,44,QCRTPO,Forestry Products,1,1,2020,1.63081567323146E-06,0.000224462693407113,312471,1.63081567323146E-09
44,53025,44,QCRTPO,Last-Mile Delivery,1,5,2022,6.55178610498059E-06,0.00170980482546106,312544,6.55178610498059E-09
44,53033,44,PSRC,Clothing and Misc. Manufacturing,1,5,2017,0.0744894428578161,13.3270006595707,313014,7.44894428578161E-05
44,53033,44,PSRC,Clothing and Misc. Manufacturing,3,4,2050,0.000415081806453516,0.15240196892686,313086,4.15081806453516E-07
44,53033,44,PSRC,Last-Mile Delivery,3,2,2017,0.0021836425916761,0.0013415510178019,1229947,2.1836425916761E-06
44,53035,44,PSRC,Industrial Manufacturing,1,5,2050,0.00102316457258445,0.0577849884074624,313598,1.02316457258445E-06
44,53037,44,QCRTPO,Industrial Manufacturing,3,4,2022,3.39001095892985E-05,0.000768355203536528,313502,3.39001095892985E-08
44,53039,44,RTC,Clothing and Misc. Manufacturing,3,4,2022,2.35840763676946E-05,0.000304912614350214,313453,2.35840763676946E-08
44,53039,44,RTC,Last-Mile Delivery,1,1,2020,6.66942889518479E-05,0.000166414162246822,313339,6.66942889518479E-08
44,53043,44,QCRTPO,High-Tech Manufacturing,1,5,2020,3.02242897002976E-05,0.00676493614252531,313312,3.02242897002976E-08
44,53043,44,QCRTPO,Transportation Equipment,1,1,2022,2.82342564316175E-06,1.62730373964389E-05,313991,2.82342564316175E-09
44,53045,44,PRTPO,High-Tech Manufacturing,3,4,2017,6.02440820241214E-06,0.00189410790613676,313698,6.02440820241214E-09
44,53047,44,OCOGRTPO,High-Tech Manufacturing,1,1,2022,2.46910297828958E-05,0.000339510651026035,313615,2.46910297828958E-08
44,53047,44,OCOGRTPO,Industrial Manufacturing,3,1,2040,0.0415977419096554,0.0866323368376526,313755,4.15977419096554E-05
44,53051,44,NEWRTPO,Industrial Manufacturing,3,4,2030,2.39921683242134E-06,5.43681824412262E-05,314223,2.39921683242134E-09
44,53053,44,PSRC,High-Tech Manufacturing,1,1,2040,0.0798180411056697,1.48847051590433,314190,7.98180411056697E-05
44,53055,44,-1,Last-Mile Delivery,1,5,2050,4.63973269195024E-07,0.000119705103452316,314108,4.63973269195024E-10
44,53059,44,RTC,Clothing and Misc. Manufacturing,3,2,2022,0,0,1230105,0
44,53061,44,PSRC,Food Manufacturing,3,4,2030,9.60968895380288E-05,0.00122192439585676,314610,9.60968895380288E-08
44,53061,44,PSRC,Forestry Products,3,4,2030,0.000383191941285713,0.00268191815184385,314508,3.83191941285713E-07
44,53061,44,PSRC,Industrial Manufacturing,3,2,2020,7.7053791004143E-06,0.0004292628315086,1230122,7.7053791004143E-09
44,53061,44,PSRC,Transportation Equipment,1,1,2050,0.0501836679203557,3.04671013442401,314621,5.01836679203557E-05
44,53063,44,SRTC,High-Tech Manufacturing,3,4,2017,8.50401513612092E-05,0.0223570311852552,314721,8.50401513612092E-08
44,53065,44,NEWRTPO,Agriculture & Seafood,3,1,2040,0.0322071626344334,0.0492216825096812,314653,3.22071626344334E-05
44,53065,44,NEWRTPO,Clothing and Misc. Manufacturing,3,1,2040,0.00586686917637027,0.0442171001240472,314671,5.86686917637027E-06
44,53065,44,NEWRTPO,Forestry Products,1,1,2040,3.53365535475549E-07,4.82785662843469E-05,314476,3.53365535475549E-10
44,53067,44,TRPC,Clothing and Misc. Manufacturing,1,5,2022,0.00574806650446764,0.998314394548128,314842,5.74806650446764E-06
44,53067,44,TRPC,Industrial Manufacturing,3,4,2020,0.000183538348719118,0.00269456612557801,315126,1.83538348719118E-07
44,53071,44,WWVSUBRTPO,Clothing and Misc. Manufacturing,3,4,2017,7.25010163196613E-05,0.000588378493502066,315019,7.25010163196613E-08
44,53071,44,WWVSUBRTPO,High-Tech Manufacturing,1,1,2050,0.000132319464077088,0.00180352134618263,315088,1.32319464077088E-07
44,53073,44,WCOG,Agriculture & Seafood,3,1,2022,0.442157659633969,0.676030094725728,314897,0.000442157659633969
44,53073,44,WCOG,High-Tech Manufacturing,1,1,2020,0.00034418012631984,0.00475936467529844,315556,3.4418012631984E-07
44,53073,44,WCOG,Industrial Manufacturing,3,1,2040,0.785400082951416,1.63584042190972,315255,0.000785400082951416
44,53075,44,PaRTPO,High-Tech Manufacturing,3,2,2040,1.26106875060567E-06,4.05172424757022E-05,1233139,1.26106875060567E-09
4,53001,4,QCRTPO,High-Tech Manufacturing,1,1,2020,0.158586136657853,1.0020768899546,15871,0.000158586136657853
4,53003,4,PaRTPO,Clothing and Misc. Manufacturing,1,1,2050,0.107805080410318,2.67509779725351,15792,0.000107805080410318
4,53003,4,PaRTPO,Food Manufacturing,1,5,2030,0.000180508219076737,0.00722948405721213,15960,1.80508219076737E-07
4,53003,4,PaRTPO,Food Manufacturing,2,1,2030,0.000482715500683491,0.00636340723970633,15966,4.82715500683491E-07
4,53007,4,CDTC,Food Manufacturing,2,4,2022,4.60168612950834E-06,0.000329024460581635,16709,4.60168612950834E-09
4,53009,4,PRTPO,Agriculture & Seafood,3,1,2050,0.0427527194622244,0.0657830968092347,16651,4.27527194622244E-05
4,53009,4,PRTPO,Forestry Products,3,1,2020,0.00056348900221871,0.0020320105672853,16677,5.6348900221871E-07
4,53009,4,PRTPO,High-Tech Manufacturing,3,5,2017,2.43826041886474E-05,0.000409093271166129,16786,2.43826041886474E-08
4,53009,4,PRTPO,Industrial Manufacturing,3,5,2040,0.000616643342811928,0.0011305198172168,16774,6.16643342811928E-07
4,53009,4,PRTPO,Last-Mile Delivery,1,5,2022,0.000179052533399752,0.0428126462254176,16835,1.79052533399752E-07
4,53011,4,RTC,Clothing and Misc. Manufacturing,1,5,2022,0.0020433128909137,0.78432910699672,16957,2.0433128909137E-06
4,53011,4,RTC,Clothing and Misc. Manufacturing,2,4,2022,0.000284274595247994,0.0101986918648837,17032,2.84274595247994E-07
4,53011,4,RTC,Food Manufacturing,1,5,2017,0.0134039016379939,0.677034855094407,17042,1.34039016379939E-05
4,53011,4,RTC,Food Manufacturing,2,1,2020,0.036775204593699,0.512386712518743,17049,3.6775204593699E-05
4,53013,4,PaRTPO,Food Manufacturing,1,1,2040,0.00309208724512047,0.0188030926335474,16819,3.09208724512047E-06
4,53013,4,PaRTPO,Industrial Manufacturing,3,4,2022,2.45477630918611E-07,3.48562287801695E-06,17143,2.45477630918611E-10
4,53013,4,PaRTPO,Transportation Equipment,3,4,2017,1.71689760880106E-07,0.000140658534098662,17397,1.71689760880106E-10
4,53015,4,SWRTPO,Clothing and Misc. Manufacturing,2,4,2017,0.000252304790388691,0.00855687391035563,17595,2.52304790388691E-07
4,53015,4,SWRTPO,Industrial Manufacturing,2,4,2030,0.000261030285528651,0.00231835706071036,17576,2.61030285528651E-07
4,53017,4,CDTC,Energy,1,5,2040,0.00025940672905656,2.92085465287589E-06,17261,2.5940672905656E-07
4,53017,4,CDTC,Forestry Products,1,5,2050,0.00383579599218259,0.00172739114642363,17480,3.83579599218259E-06
4,53017,4,CDTC,Transportation Equipment,2,4,2017,1.09323391785133E-06,0.000292604174974525,17912,1.09323391785133E-09
4,53019,4,NEWRTPO,Transportation Equipment,1,1,2040,0.00241784081157824,0.109286052359771,17732,2.41784081157824E-06
4,53021,4,BFCG,Food Manufacturing,1,5,2022,0.00210375484013157,0.084255709162593,17691,2.10375484013157E-06
4,53021,4,BFCG,Forestry Products,1,5,2017,0.00635672643748848,0.00286121379602917,18341,6.35672643748848E-06
4,53023,04,PaRTPO,Food Manufacturing,3,2,2050,0.0004628513275534,0.0001924581034235,1183565,4.628513275534E-07
4,53023,4,PaRTPO,Clothing and Misc. Manufacturing,1,1,2030,0.0127515826640239,0.143478524180931,18318,1.27515826640239E-05
4,53023,4,PaRTPO,Clothing and Misc. Manufacturing,2,4,2020,2.34301927675722E-07,1.37396943726563E-05,18038,2.34301927675722E-10
4,53023,4,PaRTPO,Energy,1,1,2050,3.94556436417839E-06,3.95492513372567E-07,18145,3.94556436417839E-09
4,53023,4,PaRTPO,Food Manufacturing,2,4,2017,8.47186576690188E-09,5.33973435762075E-07,18020,8.47186576690188E-12
4,53023,4,PaRTPO,High-Tech Manufacturing,1,4,2017,3.3565207002956E-09,5.84497570223888E-09,18231,3.3565207002956E-12
4,53023,4,PaRTPO,High-Tech Manufacturing,2,4,2017,4.0725062930572E-08,7.05297578211458E-06,18025,4.0725062930572E-11
4,53023,4,PaRTPO,High-Tech Manufacturing,3,4,2050,1.45465437973807E-06,0.000479712554272038,18087,1.45465437973807E-09
4,53025,4,QCRTPO,Food Manufacturing,1,1,2030,1.17673870594478,7.02405170969548,18798,0.00117673870594478
4,53025,4,QCRTPO,Food Manufacturing,2,1,2020,0.0252426314472153,0.351885852566455,18568,2.52426314472153E-05
4,53025,4,QCRTPO,Transportation Equipment,2,4,2030,1.13383295630562E-06,0.000294182675238962,18540,1.13383295630562E-09
4,53027,04,SWRTPO,Industrial Manufacturing,3,2,2020,0.0066435649000059,0.0052699585347106,1183624,6.6435649000059E-06
4,53027,4,SWRTPO,Energy,1,5,2020,0.000386147261646706,4.33057127235651E-06,18712,3.86147261646706E-07
4,53027,4,SWRTPO,Food Manufacturing,2,4,2030,1.20358761875098E-05,0.000928641343273811,18478,1.20358761875098E-08
4,53029,4,IRTPO,Clothing and Misc. Manufacturing,1,1,2040,0.124967404306155,0.747740271072611,19151,0.000124967404306155
4,53029,4,IRTPO,Energy,1,5,2040,4.71032464104358E-06,1.7421748672353E-06,19193,4.71032464104358E-09
4,53029,4,IRTPO,Food Manufacturing,1,5,2022,0.00188745253952572,0.0754862555597168,18912,1.88745253952572E-06
4,53029,4,IRTPO,High-Tech Manufacturing,1,4,2017,0.000204727142238988,0.0895038669573942,18811,2.04727142238988E-07
